similar_product,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name
vanilla meringues,1319887,0.92219514,Streit's                      ,Packaged Grocery              ,macadamia nuts sea salt,7509,Newman's                      
chocolate nut brownie macaroons,1319886,0.9322598,Streit's                      ,Packaged Grocery              ,macadamia nuts sea salt,7509,Newman's                      
dark chocolate & coconut biscuits,846366,0.9198818,Nairns                        ,Packaged Grocery              ,macadamia nuts sea salt,7509,Newman's                      
organic matcha green tea,1244876,0.9395869,Pukka                         ,Packaged Grocery              ,bbq sauce og original,7597,Celestial Seasonings          
holiday tea,1023608,0.9037876,Celestial Seasonings          ,Packaged Grocery              ,bbq sauce og original,7597,Celestial Seasonings          
earth coffee,585852,0.9324298,Good TIme                     ,Packaged Grocery              ,bbq sauce og original,7597,Celestial Seasonings          
dark earth coffee,585851,0.93540883,Good TIme                     ,Packaged Grocery              ,bbq sauce og original,7597,Celestial Seasonings          
hibiscus earth tea,585850,0.9405242,Good TIme                     ,Packaged Grocery              ,bbq sauce og original,7597,Celestial Seasonings          
chocolate chip macaroons,1351104,0.95737314,Streit's                      ,Packaged Grocery              ,bbq sauce og hickory,7485,Loacker                       
chocolate cream sandwich,1319918,0.95601845,Maxine's Heavenly             ,Packaged Grocery              ,bbq sauce og hickory,7485,Loacker                       
oatmeal cream pie cookies,1319917,0.946523,Maxine's Heavenly             ,Packaged Grocery              ,bbq sauce og hickory,7485,Loacker                       
vanilla meringues,1319887,0.9655452,Streit's                      ,Packaged Grocery              ,bbq sauce og hickory,7485,Loacker                       
chocolate nut brownie macaroons,1319886,0.961089,Streit's                      ,Packaged Grocery              ,bbq sauce og hickory,7485,Loacker                       
organic matcha green tea,1244876,0.9596514,Pukka                         ,Packaged Grocery              ,diatomaceous earth,7632,Choice Organic Teas           
earth coffee,585852,0.9303674,Good TIme                     ,Packaged Grocery              ,diatomaceous earth,7632,Choice Organic Teas           
dark earth coffee,585851,0.9341413,Good TIme                     ,Packaged Grocery              ,diatomaceous earth,7632,Choice Organic Teas           
hibiscus earth tea,585850,0.93592316,Good TIme                     ,Packaged Grocery              ,diatomaceous earth,7632,Choice Organic Teas           
turmeric ginger tonic herbal tea,553269,0.94948596,Tease                         ,Packaged Grocery              ,diatomaceous earth,7632,Choice Organic Teas           
organic matcha green tea,1244876,0.9578498,Pukka                         ,Packaged Grocery              ,bath tissue 2-ply recycled,7631,Choice Organic Teas           
earth coffee,585852,0.92468464,Good TIme                     ,Packaged Grocery              ,bath tissue 2-ply recycled,7631,Choice Organic Teas           
dark earth coffee,585851,0.9287633,Good TIme                     ,Packaged Grocery              ,bath tissue 2-ply recycled,7631,Choice Organic Teas           
hibiscus earth tea,585850,0.93305826,Good TIme                     ,Packaged Grocery              ,bath tissue 2-ply recycled,7631,Choice Organic Teas           
turmeric ginger tonic herbal tea,553269,0.9466883,Tease                         ,Packaged Grocery              ,bath tissue 2-ply recycled,7631,Choice Organic Teas           
turmeric ginger tonic herbal tea,553269,0.92045987,Tease                         ,Packaged Grocery              ,organic gluten free berry vanilla puffs cereal,7668,Traditional Medicinals        
peach hibiscus herbal tea,553268,0.91719687,Tease                         ,Packaged Grocery              ,organic gluten free berry vanilla puffs cereal,7668,Traditional Medicinals        
meadowsweet cinnamon tea,417171,0.93729305,Traditional Medicinals        ,Packaged Grocery              ,organic gluten free berry vanilla puffs cereal,7668,Traditional Medicinals        
organic infused genmaicha matcha,179937,0.9052242,Aiya                          ,Packaged Grocery              ,organic gluten free berry vanilla puffs cereal,7668,Traditional Medicinals        
organic lavender flowers,134267,0.9047005,Frontier Coop                 ,Packaged Grocery              ,organic gluten free berry vanilla puffs cereal,7668,Traditional Medicinals        
squeezable mayonnaise,1319927,0.9138664,Kewpie                        ,Packaged Grocery              ,white cholocate peanut butter cup,7461,Annie's                       
strawberry thyme apple vinegar,1245111,0.9055947,Black Duck Cidery             ,Packaged Grocery              ,white cholocate peanut butter cup,7461,Annie's                       
vegan oyster sauce,1245086,0.93224204,Roland                        ,Packaged Grocery              ,white cholocate peanut butter cup,7461,Annie's                       
oyster sauce,1245039,0.9378345,Lee Kum Kee                   ,Packaged Grocery              ,white cholocate peanut butter cup,7461,Annie's                       
distilled white vinegar,1171833,0.91124856,Kitchen Favorite              ,Packaged Grocery              ,white cholocate peanut butter cup,7461,Annie's                       
salsa cremosa roasted garlic,585976,0.93389624,Siete                         ,Packaged Grocery              ,coconut milk powder vegan,7344,Green Mountain Gringo         
salsa soleda sun dried tomatoe,585970,0.92933565,Siete                         ,Packaged Grocery              ,coconut milk powder vegan,7344,Green Mountain Gringo         
sundried tomato bruschetta,69977,0.9191653,Cucina & Amore                ,Packaged Grocery              ,coconut milk powder vegan,7344,Green Mountain Gringo         
salsa habanero,43679,0.9400196,Tenayo                        ,Packaged Grocery              ,coconut milk powder vegan,7344,Green Mountain Gringo         
salsa chipotle,43678,0.9210638,Tenayo                        ,Packaged Grocery              ,coconut milk powder vegan,7344,Green Mountain Gringo         
meatless jerky teriyaki,26263,0.96497566,Primal Strips                 ,Packaged Grocery              ,organic whole grain bran plus cereal,7433,Primal Strips                 
meatless jerky texas bbq,7435,0.96334255,Primal Strips                 ,Packaged Grocery              ,organic whole grain bran plus cereal,7433,Primal Strips                 
meatless jerky msqt lime,7434,0.9780972,Primal Strips                 ,Packaged Grocery              ,organic whole grain bran plus cereal,7433,Primal Strips                 
meatless jerky hcky smoke,7431,0.9565691,Primal Strips                 ,Packaged Grocery              ,organic whole grain bran plus cereal,7433,Primal Strips                 
meatless jerky teriyaki,26263,0.9582492,Primal Strips                 ,Packaged Grocery              ,organic whole grain raisin bran cereal,7431,Primal Strips                 
meatless jerky texas bbq,7435,0.96521485,Primal Strips                 ,Packaged Grocery              ,organic whole grain raisin bran cereal,7431,Primal Strips                 
meatless jerky msqt lime,7434,0.96184707,Primal Strips                 ,Packaged Grocery              ,organic whole grain raisin bran cereal,7431,Primal Strips                 
meatless jerky thai pnut,7433,0.9565691,Primal Strips                 ,Packaged Grocery              ,organic whole grain raisin bran cereal,7431,Primal Strips                 
crunchy fries taco beyond,1171847,0.9264064,Daily Crave                   ,Packaged Grocery              ,organic whole grain wheat square cereal,7357,Kettle Foods                  
za'atar & thyme pita chips,1171820,0.9264285,Issa's                        ,Packaged Grocery              ,organic whole grain wheat square cereal,7357,Kettle Foods                  
spicy harissa pita chips,850396,0.9379298,Issa's                        ,Packaged Grocery              ,organic whole grain wheat square cereal,7357,Kettle Foods                  
halloween pink salt organic popcorn,713125,0.9146066,Lesser Evil                   ,Packaged Grocery              ,organic whole grain wheat square cereal,7357,Kettle Foods                  
honey barbeque twists,713118,0.9025806,Pipcorn                       ,Packaged Grocery              ,organic whole grain wheat square cereal,7357,Kettle Foods                  
meatless jerky teriyaki,26263,0.97306794,Primal Strips                 ,Packaged Grocery              ,cereal whole grain cinnamon crunch og,7434,Primal Strips                 
meatless jerky texas bbq,7435,0.96617526,Primal Strips                 ,Packaged Grocery              ,cereal whole grain cinnamon crunch og,7434,Primal Strips                 
meatless jerky thai pnut,7433,0.9780972,Primal Strips                 ,Packaged Grocery              ,cereal whole grain cinnamon crunch og,7434,Primal Strips                 
meatless jerky hcky smoke,7431,0.96184707,Primal Strips                 ,Packaged Grocery              ,cereal whole grain cinnamon crunch og,7434,Primal Strips                 
hazelnut dark chocolate bar,486090,0.9095255,Taza Chocolate                ,Packaged Grocery              ,organic whole grain toasted o's cereal,54745,Endangered Species            
halloween chocolate cups,315858,0.9108872,Free 2b                       ,Packaged Grocery              ,organic whole grain toasted o's cereal,54745,Endangered Species            
salted almond butter chocolate bar,282152,0.9223546,Dr  Bronner's                 ,Packaged Grocery              ,organic whole grain toasted o's cereal,54745,Endangered Species            
organic sea salt dark chocolate bar,282151,0.90545154,Alter Eco                     ,Packaged Grocery              ,organic whole grain toasted o's cereal,54745,Endangered Species            
fudgy peanut butter milk chocolate bar,106328,0.9147928,Endangered Species            ,Packaged Grocery              ,organic whole grain toasted o's cereal,54745,Endangered Species            
dilly grean beans,710081,0.9637262,Small Town Cultures           ,Produce                       ,spread berry harvest og,710082,Small Town Cultures           
classic kimchi,417169,0.93192935,Cleveland                     ,Refrigerated                  ,spread berry harvest og,710082,Small Town Cultures           
fermented seaweed salad,134168,0.9039292,Atlantic Sea Farms            ,Refrigerated                  ,spread berry harvest og,710082,Small Town Cultures           
napa cabbage kimchi spicy,69989,0.92810047,Small World Food              ,Refrigerated                  ,spread berry harvest og,710082,Small Town Cultures           
blaukraut,68602,0.9449039,Small World Food              ,Refrigerated                  ,spread berry harvest og,710082,Small Town Cultures           
organic mini cucumbers 1# bag,1318903,0.9534078,Produce                       ,Produce                       ,original stevia dark chocolate bar,710085,
little pumpkin,843348,0.9465307,Produce                       ,Produce                       ,original stevia dark chocolate bar,710085,
organic garlic 3pk,830444,0.9059718,Christopher Ranch             ,Produce                       ,original stevia dark chocolate bar,710085,
organic green tomato,670027,0.9167676,Produce                       ,Produce                       ,original stevia dark chocolate bar,710085,
organic heirloom tomatoes,661993,0.9190569,Produce                       ,Produce                       ,original stevia dark chocolate bar,710085,
organic sweet potato pie mix,1023611,0.93780327,Farmers Market                ,Packaged Grocery              ,flour artisan bread,7135,Miur Glen                     
sun-ripened dried tomatoes,713133,0.96024513,Jeff's Garden                 ,Packaged Grocery              ,flour artisan bread,7135,Miur Glen                     
og garbanzo beans,486161,0.9041643,Made With                     ,Packaged Grocery              ,flour artisan bread,7135,Miur Glen                     
og black beans,486160,0.9116694,Made With                     ,Packaged Grocery              ,flour artisan bread,7135,Miur Glen                     
og chopped dates,486034,0.92303944,Let's Date                    ,Packaged Grocery              ,flour artisan bread,7135,Miur Glen                     
organic sweet potato pie mix,1023611,0.9283069,Farmers Market                ,Packaged Grocery              ,tea tulsi sleep og,7152,Eden Foods                    
sun-ripened dried tomatoes,713133,0.92042875,Jeff's Garden                 ,Packaged Grocery              ,tea tulsi sleep og,7152,Eden Foods                    
apricot glazed baked beans,520104,0.96415013,HeyDay Canning                ,Packaged Grocery              ,tea tulsi sleep og,7152,Eden Foods                    
kimchi sesame navy beans,520088,0.96551484,HeyDay Canning                ,Packaged Grocery              ,tea tulsi sleep og,7152,Eden Foods                    
enchilada black beans,520086,0.9325615,HeyDay Canning                ,Packaged Grocery              ,tea tulsi sleep og,7152,Eden Foods                    
poetry snaps rice lager,1351139,0.9002956,Other Half                    ,Beer                          ,veggie straws,44384,Great Lakes Brewing Co        
for elise vienna lager,1318965,0.9445602,Faircraft Brauhaus            ,Beer                          ,veggie straws,44384,Great Lakes Brewing Co        
spinning gold helles,1318964,0.92650306,Faircraft Brauhaus            ,Beer                          ,veggie straws,44384,Great Lakes Brewing Co        
holle's little pilsner,1318963,0.9392086,Faircraft Brauhaus            ,Beer                          ,veggie straws,44384,Great Lakes Brewing Co        
devil's treasure beer,1318962,0.9319713,Faircraft Brauhaus            ,Beer                          ,veggie straws,44384,Great Lakes Brewing Co        
poetry snaps rice lager,1351139,0.90800107,Other Half                    ,Beer                          ,concentrate tart cherry og,44383,Southern Tier                 
for elise vienna lager,1318965,0.9376557,Faircraft Brauhaus            ,Beer                          ,concentrate tart cherry og,44383,Southern Tier                 
spinning gold helles,1318964,0.92798024,Faircraft Brauhaus            ,Beer                          ,concentrate tart cherry og,44383,Southern Tier                 
holle's little pilsner,1318963,0.92754734,Faircraft Brauhaus            ,Beer                          ,concentrate tart cherry og,44383,Southern Tier                 
devil's treasure beer,1318962,0.92114764,Faircraft Brauhaus            ,Beer                          ,concentrate tart cherry og,44383,Southern Tier                 
poetry snaps rice lager,1351139,0.90283155,Other Half                    ,Beer                          ,organic super beet juice,44381,Southern Tier                 
for elise vienna lager,1318965,0.9324059,Faircraft Brauhaus            ,Beer                          ,organic super beet juice,44381,Southern Tier                 
spinning gold helles,1318964,0.9180479,Faircraft Brauhaus            ,Beer                          ,organic super beet juice,44381,Southern Tier                 
holle's little pilsner,1318963,0.9204656,Faircraft Brauhaus            ,Beer                          ,organic super beet juice,44381,Southern Tier                 
devil's treasure beer,1318962,0.9117584,Faircraft Brauhaus            ,Beer                          ,organic super beet juice,44381,Southern Tier                 
for elise vienna lager,1318965,0.937111,Faircraft Brauhaus            ,Beer                          ,veggie stix,44375,Founders                      
spinning gold helles,1318964,0.92657274,Faircraft Brauhaus            ,Beer                          ,veggie stix,44375,Founders                      
holle's little pilsner,1318963,0.9314643,Faircraft Brauhaus            ,Beer                          ,veggie stix,44375,Founders                      
devil's treasure beer,1318962,0.92388344,Faircraft Brauhaus            ,Beer                          ,veggie stix,44375,Founders                      
hazy ipa 12pk,1318961,0.9547613,Sierra Nevada                 ,Beer                          ,veggie stix,44375,Founders                      
poetry snaps rice lager,1351139,0.9016294,Other Half                    ,Beer                          ,dish soap lime zest,44370,Founders                      
for elise vienna lager,1318965,0.944826,Faircraft Brauhaus            ,Beer                          ,dish soap lime zest,44370,Founders                      
spinning gold helles,1318964,0.93475026,Faircraft Brauhaus            ,Beer                          ,dish soap lime zest,44370,Founders                      
holle's little pilsner,1318963,0.9322014,Faircraft Brauhaus            ,Beer                          ,dish soap lime zest,44370,Founders                      
devil's treasure beer,1318962,0.93620336,Faircraft Brauhaus            ,Beer                          ,dish soap lime zest,44370,Founders                      
poetry snaps rice lager,1351139,0.90763736,Other Half                    ,Beer                          ,water artesian alkaline 32oz,44281,Bell's Brewery Inc            
for elise vienna lager,1318965,0.9450307,Faircraft Brauhaus            ,Beer                          ,water artesian alkaline 32oz,44281,Bell's Brewery Inc            
spinning gold helles,1318964,0.937459,Faircraft Brauhaus            ,Beer                          ,water artesian alkaline 32oz,44281,Bell's Brewery Inc            
holle's little pilsner,1318963,0.9497966,Faircraft Brauhaus            ,Beer                          ,water artesian alkaline 32oz,44281,Bell's Brewery Inc            
devil's treasure beer,1318962,0.9419824,Faircraft Brauhaus            ,Beer                          ,water artesian alkaline 32oz,44281,Bell's Brewery Inc            
3 day cleanse dietary supplement,417347,0.9080307,Renew Life                    ,Supplements                   ,coffee wb midnight sun og bag,757933,North American Herb & Spice   
triphala digestive cleanse og,35165,0.90319216,Organic India                 ,Supplements                   ,coffee wb midnight sun og bag,757933,North American Herb & Spice   
liver kidney care og,35160,0.9043578,Organic India                 ,Supplements                   ,coffee wb midnight sun og bag,757933,North American Herb & Spice   
healthy liver tonic,12461,0.90838456,Herb Pharm                    ,Supplements                   ,coffee wb midnight sun og bag,757933,North American Herb & Spice   
harissa,1319923,0.95986617,Cava                          ,Refrigerated                  ,baking flour 1-to-1 gf,710089,Gotham Greens                 
spicy hummus,1319919,0.9440032,Cava                          ,Refrigerated                  ,baking flour 1-to-1 gf,710089,Gotham Greens                 
organic tzatziki dip,1319912,0.95631075,CocoJune                      ,Refrigerated                  ,baking flour 1-to-1 gf,710089,Gotham Greens                 
organic lemon dill dip,1319911,0.9413075,CocoJune                      ,Refrigerated                  ,baking flour 1-to-1 gf,710089,Gotham Greens                 
organic guacamole,1029659,0.91293234,Cabo Fresh                    ,Produce                       ,baking flour 1-to-1 gf,710089,Gotham Greens                 
probiotic drink lemon ginger og,38453,0.9496991,Kevita                        ,Refrigerated                  ,organic sea salt dark chocolate bar,713117,Kevita                        
peach tea,1319900,0.90159494,Joe Tea                       ,Packaged Grocery              ,cranberry vanilla herb tea,713109,Kevita                        
strawberry lemonade,836264,0.90683246,Joe Tea                       ,Packaged Grocery              ,cranberry vanilla herb tea,713109,Kevita                        
probiotic refresher tangerine og,713131,0.959952,Kevita                        ,Refrigerated                  ,cranberry vanilla herb tea,713109,Kevita                        
probiotic refresher pomegranate,713130,0.980856,Kevita                        ,Refrigerated                  ,cranberry vanilla herb tea,713109,Kevita                        
probiotic refresher mojita og,713103,0.9791993,Kevita                        ,Refrigerated                  ,cranberry vanilla herb tea,713109,Kevita                        
ginger ale soda,1318896,0.97198546,Olipop                        ,Refrigerated                  ,herb tea caramel apple dream,713119,Olipop                        
doctor goodwin soda,1318895,0.9694213,Olipop                        ,Refrigerated                  ,herb tea caramel apple dream,713119,Olipop                        
concord grape juice,1318890,0.9199817,Fulkerson Winery & Farm       ,Produce                       ,herb tea caramel apple dream,713119,Olipop                        
niagara grape juice,1318889,0.9165228,Fulkerson Winery & Farm       ,Produce                       ,herb tea caramel apple dream,713119,Olipop                        
riesling grape juice,1245049,0.91702753,Fulkerson Winery & Farm       ,Produce                       ,herb tea caramel apple dream,713119,Olipop                        
ginger ale soda,1318896,0.9653772,Olipop                        ,Refrigerated                  ,pie crust graham style gf,713100,Olipop                        
doctor goodwin soda,1318895,0.96560854,Olipop                        ,Refrigerated                  ,pie crust graham style gf,713100,Olipop                        
concord grape juice,1318890,0.9137993,Fulkerson Winery & Farm       ,Produce                       ,pie crust graham style gf,713100,Olipop                        
niagara grape juice,1318889,0.9130202,Fulkerson Winery & Farm       ,Produce                       ,pie crust graham style gf,713100,Olipop                        
riesling grape juice,1245049,0.91451764,Fulkerson Winery & Farm       ,Produce                       ,pie crust graham style gf,713100,Olipop                        
sweet potato veggie buger,1171870,0.9206376,Dr  Praeger's                 ,Frozen                        ,tea masala chai rishi og,713104,Actual Veggies                
mushroom quinoa burger 4pk,713101,0.98954725,Actual Veggies                ,Frozen                        ,tea masala chai rishi og,713104,Actual Veggies                
gf soy patties,665003,0.9060301,Delight Foods                 ,Frozen                        ,tea masala chai rishi og,713104,Actual Veggies                
mini beef pies 10pk,417168,0.9099629,Ayo Foods                     ,Frozen                        ,tea masala chai rishi og,713104,Actual Veggies                
mini veggie pies 10pk,417167,0.91797674,Ayo Foods                     ,Frozen                        ,tea masala chai rishi og,713104,Actual Veggies                
sweet potato veggie buger,1171870,0.9054033,Dr  Praeger's                 ,Frozen                        ,tea jasmine green rishi og,713101,Actual Veggies                
sweet potato burger 4pk,713104,0.98954725,Actual Veggies                ,Frozen                        ,tea jasmine green rishi og,713101,Actual Veggies                
mini beef pies 10pk,417168,0.90929544,Ayo Foods                     ,Frozen                        ,tea jasmine green rishi og,713101,Actual Veggies                
mini veggie pies 10pk,417167,0.91554165,Ayo Foods                     ,Frozen                        ,tea jasmine green rishi og,713101,Actual Veggies                
fish mini pies 10pk,417166,0.90570855,Ayo Foods                     ,Frozen                        ,tea jasmine green rishi og,713101,Actual Veggies                
ginger ale soda,1318896,0.9467753,Olipop                        ,Refrigerated                  ,tea herbal turmeric ginger og,713120,De La Calle                   
doctor goodwin soda,1318895,0.94355935,Olipop                        ,Refrigerated                  ,tea herbal turmeric ginger og,713120,De La Calle                   
concord grape juice,1318890,0.92701936,Fulkerson Winery & Farm       ,Produce                       ,tea herbal turmeric ginger og,713120,De La Calle                   
niagara grape juice,1318889,0.9285424,Fulkerson Winery & Farm       ,Produce                       ,tea herbal turmeric ginger og,713120,De La Calle                   
riesling grape juice,1245049,0.9218031,Fulkerson Winery & Farm       ,Produce                       ,tea herbal turmeric ginger og,713120,De La Calle                   
ginger ale soda,1318896,0.9306202,Olipop                        ,Refrigerated                  ,tea matcha super green rishi og,713113,De La Calle                   
doctor goodwin soda,1318895,0.91857076,Olipop                        ,Refrigerated                  ,tea matcha super green rishi og,713113,De La Calle                   
concord grape juice,1318890,0.9001243,Fulkerson Winery & Farm       ,Produce                       ,tea matcha super green rishi og,713113,De La Calle                   
niagara grape juice,1318889,0.90095806,Fulkerson Winery & Farm       ,Produce                       ,tea matcha super green rishi og,713113,De La Calle                   
concord grape juice,1244880,0.9001243,Fulkerson Winery & Farm       ,Produce                       ,tea matcha super green rishi og,713113,De La Calle                   
raspberry lychee sparkling drink,713114,0.9463871,Wild Wonder                   ,Refrigerated                  ,vanilla flavor og alcohol free,713112,Wild Wonder                   
guava rose sparkling drink,713111,0.980801,Wild Wonder                   ,Refrigerated                  ,vanilla flavor og alcohol free,713112,Wild Wonder                   
strawberry passion lychee,713102,0.9408172,Wild Wonder                   ,Refrigerated                  ,vanilla flavor og alcohol free,713112,Wild Wonder                   
for elise vienna lager,1318965,0.9315106,Faircraft Brauhaus            ,Beer                          ,herbal tea dandelion og,42953,Dogfish Head                  
spinning gold helles,1318964,0.9245149,Faircraft Brauhaus            ,Beer                          ,herbal tea dandelion og,42953,Dogfish Head                  
holle's little pilsner,1318963,0.9336335,Faircraft Brauhaus            ,Beer                          ,herbal tea dandelion og,42953,Dogfish Head                  
devil's treasure beer,1318962,0.9164555,Faircraft Brauhaus            ,Beer                          ,herbal tea dandelion og,42953,Dogfish Head                  
hazy ipa 12pk,1318961,0.9390433,Sierra Nevada                 ,Beer                          ,herbal tea dandelion og,42953,Dogfish Head                  
poetry snaps rice lager,1351139,0.9026299,Other Half                    ,Beer                          ,olives antipasto spicy italian,42378,Allagash Brewing              
for elise vienna lager,1318965,0.95065236,Faircraft Brauhaus            ,Beer                          ,olives antipasto spicy italian,42378,Allagash Brewing              
spinning gold helles,1318964,0.9429404,Faircraft Brauhaus            ,Beer                          ,olives antipasto spicy italian,42378,Allagash Brewing              
holle's little pilsner,1318963,0.94286203,Faircraft Brauhaus            ,Beer                          ,olives antipasto spicy italian,42378,Allagash Brewing              
devil's treasure beer,1318962,0.9413955,Faircraft Brauhaus            ,Beer                          ,olives antipasto spicy italian,42378,Allagash Brewing              
for elise vienna lager,1318965,0.9417623,Faircraft Brauhaus            ,Beer                          ,grape concentrate juice,42188,Peak Organic Brewing Company  
spinning gold helles,1318964,0.9331846,Faircraft Brauhaus            ,Beer                          ,grape concentrate juice,42188,Peak Organic Brewing Company  
holle's little pilsner,1318963,0.92972195,Faircraft Brauhaus            ,Beer                          ,grape concentrate juice,42188,Peak Organic Brewing Company  
devil's treasure beer,1318962,0.92838514,Faircraft Brauhaus            ,Beer                          ,grape concentrate juice,42188,Peak Organic Brewing Company  
hazy ipa 12pk,1318961,0.9600348,Sierra Nevada                 ,Beer                          ,grape concentrate juice,42188,Peak Organic Brewing Company  
for elise vienna lager,1318965,0.9358189,Faircraft Brauhaus            ,Beer                          ,coconut cashew muesli gf,41561,Genesee Brewing               
spinning gold helles,1318964,0.92442507,Faircraft Brauhaus            ,Beer                          ,coconut cashew muesli gf,41561,Genesee Brewing               
holle's little pilsner,1318963,0.93099713,Faircraft Brauhaus            ,Beer                          ,coconut cashew muesli gf,41561,Genesee Brewing               
devil's treasure beer,1318962,0.91995186,Faircraft Brauhaus            ,Beer                          ,coconut cashew muesli gf,41561,Genesee Brewing               
hazy ipa 12pk,1318961,0.94770586,Sierra Nevada                 ,Beer                          ,coconut cashew muesli gf,41561,Genesee Brewing               
poetry snaps rice lager,1351139,0.90423095,Other Half                    ,Beer                          ,organic sprouted brown rice crisp cereal,41481,Southern Tier                 
for elise vienna lager,1318965,0.9347291,Faircraft Brauhaus            ,Beer                          ,organic sprouted brown rice crisp cereal,41481,Southern Tier                 
spinning gold helles,1318964,0.92463195,Faircraft Brauhaus            ,Beer                          ,organic sprouted brown rice crisp cereal,41481,Southern Tier                 
holle's little pilsner,1318963,0.9241197,Faircraft Brauhaus            ,Beer                          ,organic sprouted brown rice crisp cereal,41481,Southern Tier                 
devil's treasure beer,1318962,0.91784704,Faircraft Brauhaus            ,Beer                          ,organic sprouted brown rice crisp cereal,41481,Southern Tier                 
organic asian blend microgreens 2 oz,1351118,0.90497136,Gilbertie's Herb Gardens      ,Produce                       ,dark chocolate mocha almond bar,22219,Produce                       
organic avocados 4 count,1244908,0.90562755,Produce                       ,Produce                       ,dark chocolate mocha almond bar,22219,Produce                       
organic baby napa cabbage,1155769,0.94856155,Stick-n-Stone Farm            ,Produce                       ,dark chocolate mocha almond bar,22219,Produce                       
organic celery,838342,0.9669779,Produce                       ,Produce                       ,dark chocolate mocha almond bar,22219,Produce                       
organic butter lettuce,835268,0.91333055,Produce                       ,Produce                       ,dark chocolate mocha almond bar,22219,Produce                       
egg matzos,1351103,0.9227896,Streit's                      ,Packaged Grocery              ,sauce tikka masala,40806,Jovial                        
crispy wheat crackers,1319864,0.9703588,Back To Nature                ,Packaged Grocery              ,sauce tikka masala,40806,Jovial                        
rosemary whole wheat crackers,1319863,0.9687729,Back To Nature                ,Packaged Grocery              ,sauce tikka masala,40806,Jovial                        
organic stoneground wheat crackers,1318859,0.9214854,Back To Nature                ,Packaged Grocery              ,sauce tikka masala,40806,Jovial                        
sourdough rye thins,553096,0.90573967,Finn Crisp                    ,Packaged Grocery              ,sauce tikka masala,40806,Jovial                        
pitted prunes,68125,0.9258621,Abundance Bulk                ,Bulk                          ,sauce madras curry,9525,Tierra Farm                   
papaya spear unsweetened,65577,0.9047048,Abundance Bulk                ,Bulk                          ,sauce madras curry,9525,Tierra Farm                   
apricots turkish,59820,0.93866014,Woodstock                     ,Bulk                          ,sauce madras curry,9525,Tierra Farm                   
organic ginger cubes,59529,0.9380664,Woodstock                     ,Bulk                          ,sauce madras curry,9525,Tierra Farm                   
raisins thompson,59359,0.9423629,Woodstock                     ,Bulk                          ,sauce madras curry,9525,Tierra Farm                   
stevia sweetner og,42099,0.91139615,Sweet Leaf                    ,Packaged Grocery              ,gluten free lemon poppy oat bar,42086,Sweet Leaf                    
sweet drops vanilla,42089,0.9876758,Sweet Leaf                    ,Packaged Grocery              ,gluten free lemon poppy oat bar,42086,Sweet Leaf                    
sweet drops caramel,42085,0.9814915,Sweet Leaf                    ,Packaged Grocery              ,gluten free lemon poppy oat bar,42086,Sweet Leaf                    
stevia sweetener pkts,31011,0.9076132,Sweet Leaf                    ,Packaged Grocery              ,gluten free lemon poppy oat bar,42086,Sweet Leaf                    
stevia clear liquid,17329,0.9331541,Sweet Leaf                    ,Packaged Grocery              ,gluten free lemon poppy oat bar,42086,Sweet Leaf                    
organic golden nugget mandarins,1351308,0.91959035,Produce                       ,Produce                       ,peppers cherry sliced hot,28767,Produce                       
conventional strawberries heart 15 oz,1351301,0.9148878,Driscoll's                    ,Produce                       ,peppers cherry sliced hot,28767,Produce                       
organic buddha's hand,1351138,0.90715677,Produce                       ,Produce                       ,peppers cherry sliced hot,28767,Produce                       
organic jumbo kiwi 1# clamshell,1318957,0.9138793,Produce                       ,Produce                       ,peppers cherry sliced hot,28767,Produce                       
organic pink lady apples 2# bag,1318940,0.9097152,Wild Harvest                  ,Produce                       ,peppers cherry sliced hot,28767,Produce                       
organic golden nugget mandarins,1351308,0.9215486,Produce                       ,Produce                       ,gluten freen almond chocolate oat bar,21091,Produce                       
conventional strawberries heart 15 oz,1351301,0.918573,Driscoll's                    ,Produce                       ,gluten freen almond chocolate oat bar,21091,Produce                       
organic buddha's hand,1351138,0.91296864,Produce                       ,Produce                       ,gluten freen almond chocolate oat bar,21091,Produce                       
organic jumbo kiwi 1# clamshell,1318957,0.91400355,Produce                       ,Produce                       ,gluten freen almond chocolate oat bar,21091,Produce                       
organic pink lady apples 2# bag,1318940,0.91007036,Wild Harvest                  ,Produce                       ,gluten freen almond chocolate oat bar,21091,Produce                       
organic island bliss kombucha,214330,0.9005879,GTs Kombucha                  ,Refrigerated                  ,sauce kashmiri curry,23450,GTs Kombucha                  
organic peach paradise kombucha,105964,0.90325594,GTs Kombucha                  ,Refrigerated                  ,sauce kashmiri curry,23450,GTs Kombucha                  
organic watermelon wonder kombucha,46398,0.9037634,GTs Kombucha                  ,Refrigerated                  ,sauce kashmiri curry,23450,GTs Kombucha                  
organic lemon berry kombucha,713115,0.91712433,GTs Kombucha                  ,Refrigerated                  ,sauce butter masala,23562,GTs Kombucha                  
organic peach paradise kombucha,105964,0.9019843,GTs Kombucha                  ,Refrigerated                  ,sauce butter masala,23562,GTs Kombucha                  
organic gingerberry kombucha,52282,0.90156066,GTs Kombucha                  ,Refrigerated                  ,sauce butter masala,23562,GTs Kombucha                  
